358.499115	428.875885
358.3781433	429.6581421
358.5272522	429.5529175
359.8377686	431.2915039
359.5204773	430.2079163
360.3039551	427.6273498
361.0880127	430.4584656
363.289154	427.0691528
367.1830444	426.9993286
367.9317627	428.1246643
368.32724	429.0870361
368.4928589	430.5663757
365.2574768	429.3257446
364.1202698	430.2533569
364.3518066	431.6140442
364.8654785	433.407135
362.2536316	433.351471
361.4813843	434.8479309
360.142334	434.4627991
359.6421814	434.1801453
360.1478577	437.166748
362.8187866	437.4761353
363.9768372	436.8380127
365.2138367	435.7892456
365.0956116	434.2771301
366.7183533	435.1755676
370.4736328	430.8944092
371.1989441	433.4057922
369.7744751	434.2484131
368.7095337	434.8096924
366.6035767	437.0744934
365.7496643	438.1921997
365.6335754	439.1539612
364.8791809	440.013031
361.2586975	439.6828308
361.4031677	441.3586121
369.7137756	435.4353638
368.8608398	432.062439
371.4590759	425.8528748
371.9011841	427.0279846
372.6687317	429.3499145
373.4085083	430.5619507
373.5734253	431.8127747
374.0071411	432.724823
373.6483765	434.5651245
373.4949646	435.5737
370.8603516	435.4850769
371.5967712	436.1481628
369.9139099	436.9425354
370.2547607	438.6365967
371.625885	437.371521
372.4086609	437.8979492
371.964447	439.8231811
372.3190308	441.0854187
370.908783	440.5505981
370.0610962	440.0293274
370.4732056	441.6700745
370.3864746	442.9905701
369.4845276	442.2010193
367.8388061	442.9166565
367.9749451	441.7342529
368.2756348	444.5985107
366.2738037	445.2559509
365.9650879	443.7232361
365.8633728	442.0049439
367.8442383	440.6882324
370.7621765	444.2848816
370.9698486	447.6401978
368.5712891	447.2920532
366.1047058	447.1500244
363.4916992	446.1096497
363.406311	444.9805908
362.9389038	442.7791443
360.9378967	442.5071106
359.6860046	443.9732056
372.4200745	442.3625794
375.1031494	445.2086182
373	445.1055603
370.6873779	449.3545532
368.2556152	448.401001
368.0224915	449.6275635
369.4833069	451.7103577
368.0296631	451.4220581
368.0206604	452.4151001
366.2747192	451.9989929
366.4907227	450.4797058
364.1403503	451.2463684
366.3668518	453.4833069
366.2867432	454.5317688
368.3118286	455.0578919
368.3251648	453.7259827
370.7224121	453.4642944
370.780426	452.1940918
364.0393677	456.8836365
361.5150147	455.7031555
359.5131226	455.9534607
361.3765564	457.1724548
361.8160706	457.0803528
362.0977783	457.7661743
361.2181397	454.2234192
359.4617004	451.5800171
360.3548584	450.4239502
361.7420044	450.4933472
363.6529236	449.5894165
363.5076599	428.7055359
373.6701965	452.1740417
375.4938049	453.9735413
375.4430237	451.8273926
375.40802	450.8328857
374.7611084	449.7916565
372.6903686	450.04599
372.8260498	448.6746521
375.4588318	448.5103149
375.629425	447.4584961
377.5327454	447.5083618
376.9555664	444.8123169
377.1302795	443.8546143
377.4831238	446.0842285
379.6431274	445.8716431
380.2191162	447.0723267
377.8078613	450.2453003
377.4502258	452.3957214
380.1557617	453.5871887
380.0732422	449.9858398
380.7418823	449.1197815
381.9085388	447.6418152
381.7077331	446.1929932
381.0610046	443.3659363
380.7558594	441.1322327
379.2467346	441.1307068
380.9133911	439.8730164
380.8864746	438.5622559
380.5786133	440.1958008
379.3650208	436.7600098
377.0254211	440.1615601
374.9353943	440.2454224
374.4035645	439.8172913
374.3033142	439.2686157
374.9729309	441.7435913
375.17099	443.8990478
376.2680664	436.475647
375.9430237	435.2416077
375.5628052	432.2523498
378.59375	431.25177
378.8272705	433.8285217
380.2437439	431.9896851
380.4060974	435.798523
383.1181641	437.1061401
383.9573364	440.8150024
383.7333984	442.5300598
384.1493225	445.6277771
384.1618958	448.2763977
383.9492798	449.6636963
383.4023132	450.5401611
385.7436523	450.7637634
385.3579102	447.7007752
385.4961853	446.6179504
385.5087891	443.6578369
385.3094788	440.9601746
385.3453674	439.6995239
384.7617493	435.149292
384.6885986	434.3674316
382.9046326	434.7944641
383.1181946	433.5933533
383.7134094	431.6869202
378.2254028	429.9895325
379.7207642	429.4372253
379.2278137	428.4046326
374.953186	429.2232361
374.1054688	425.690033
376.3495483	424.6402893
379.9425964	424.579773
381.9651794	422.2270203
382.3226013	423.1105957
381.6247559	424.7932739
382.299469	427.2407532
380.8461914	427.5950317
378.8193665	426.7984009
383.2971802	424.4756165
382.5744629	428.4324646
